# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1250       1.106835909399e-10       3.684606389259e-12       6.348917647197e-13       0.000000000000e+00       2.689670742924e-15       3.020297794117e-16      -8.734066304995e-17 
 1251       1.101435394836e-10       3.709914420294e-12       5.628668802232e-13       0.000000000000e+00       2.681277360922e-15       3.060450663099e-16      -8.781877980687e-17 
 1252       1.096108456620e-10       3.734880963447e-12       4.888999301659e-13       0.000000000000e+00       2.672915718530e-15       3.101098928345e-16      -8.828533339788e-17 
 1253       1.090855924680e-10       3.759498434342e-12       4.130332585293e-13       0.000000000000e+00       2.664585709424e-15       3.142202193209e-16      -8.874036190094e-17 
 1254       1.085678632235e-10       3.783759209073e-12       3.353095206602e-13       0.000000000000e+00       2.656287225330e-15       3.183719793570e-16      -8.918390392162e-17 
 1255       1.080577415803e-10       3.807655624134e-12       2.557716839173e-13       0.000000000000e+00       2.648020156019e-15       3.225610797300e-16      -8.961599859433e-17 
 1256       1.075553115201e-10       3.831179976341e-12       1.744630283181e-13       0.000000000000e+00       2.639784389303e-15       3.267834003719e-16      -9.003668558352e-17 
 1257       1.070606573559e-10       3.854324522766e-12       9.142714718545e-14       0.000000000000e+00       2.631579811030e-15       3.310347943060e-16      -9.044600508501e-17 
 1258       1.065738637313e-10       3.877081480659e-12       6.707947794660e-15       0.000000000000e+00       2.623406305079e-15       3.353110875927e-16      -9.084399782714e-17 
 1259       1.060950156221e-10       3.899443027379e-12      -7.965034797981e-14       0.000000000000e+00       2.615263753354e-15       3.396080792759e-16      -9.123070507211e-17 
 1260       1.056241983364e-10       3.921401300318e-12      -1.676032030176e-13       0.000000000000e+00       2.607152035782e-15       3.439215413287e-16      -9.160616861715e-17 
 1261       1.051614975147e-10       3.942948396834e-12      -2.571057643054e-13       0.000000000000e+00       2.599071030305e-15       3.482472186001e-16      -9.197043079582e-17 
 1262       1.047069991311e-10       3.964076374171e-12      -3.481128622905e-13       0.000000000000e+00       2.591020612875e-15       3.525808287604e-16      -9.232353447922e-17 
 1263       1.042607894936e-10       3.984777249392e-12      -4.405790102337e-13       0.000000000000e+00       2.583000657452e-15       3.569180622477e-16      -9.266552307726e-17 
 1264       1.038229552442e-10       4.005042999305e-12      -5.344584035626e-13       0.000000000000e+00       2.575011035996e-15       3.612545822142e-16      -9.299644053990e-17 
 1265       1.033935833599e-10       4.024865560388e-12      -6.297049192248e-13       0.000000000000e+00       2.567051618464e-15       3.655860244716e-16      -9.331633135838e-17 
 1266       1.029727611531e-10       4.044236828722e-12      -7.262721150410e-13       0.000000000000e+00       2.559122272805e-15       3.699079974381e-16      -9.362524056649e-17 
 1267       1.025605762720e-10       4.063148659911e-12      -8.241132290584e-13       0.000000000000e+00       2.551222864952e-15       3.742160820837e-16      -9.392321374180e-17 
 1268       1.021571167011e-10       4.081592869017e-12      -9.231811789035e-13       0.000000000000e+00       2.543353258823e-15       3.785058318767e-16      -9.421029700693e-17 
 1269       1.017624707618e-10       4.099561230481e-12      -1.023428561136e-12       0.000000000000e+00       2.535513316310e-15       3.827727727298e-16      -9.448653703076e-17 
 1270       1.013767271130e-10       4.117045478055e-12      -1.124807650601e-12       0.000000000000e+00       2.527702897277e-15       3.870124029460e-16      -9.475198102971e-17 
 1271       1.009999747513e-10       4.134037304726e-12      -1.227270399782e-12       0.000000000000e+00       2.519921859556e-15       3.912201931651e-16      -9.500667676895e-17 
 1272       1.006323030119e-10       4.150528362646e-12      -1.330768438157e-12       0.000000000000e+00       2.512170058940e-15       3.953915863093e-16      -9.525067256370e-17 
 1273       1.002738015689e-10       4.166510263058e-12      -1.435253071548e-12       0.000000000000e+00       2.504447349178e-15       3.995219975295e-16      -9.548401728041e-17 
 1274       9.992456043572e-11       4.181974576225e-12      -1.540675281476e-12       0.000000000000e+00       2.496753581972e-15       4.036068141515e-16      -9.570676033807e-17 
 1275       9.958466996575e-11       4.196912831354e-12      -1.646985724513e-12       0.000000000000e+00       2.489088606971e-15       4.076413956221e-16      -9.591895170942e-17 
 1276       9.925422085289e-11       4.211316516528e-12      -1.754134731637e-12       0.000000000000e+00       2.481452271764e-15       4.116210734550e-16      -9.612064192218e-17 
 1277       9.893330413197e-11       4.225177078630e-12      -1.862072307585e-12       0.000000000000e+00       2.473844421881e-15       4.155411511771e-16      -9.631188206036e-17 
 1278       9.862201117932e-11       4.238485923272e-12      -1.970748130203e-12       0.000000000000e+00       2.466264900781e-15       4.193969042745e-16      -9.649272376543e-17 
 1279       9.832043371325e-11       4.251234414722e-12      -2.080111549804e-12       0.000000000000e+00       2.458713549850e-15       4.231835801385e-16      -9.666321923762e-17 
 1280       9.802866379455e-11       4.263413875829e-12      -2.190111588518e-12       0.000000000000e+00       2.451190208399e-15       4.268963980121e-16      -9.682342123716e-17 
 1281       9.774679382706e-11       4.275015587957e-12      -2.300696939645e-12       0.000000000000e+00       2.443694713654e-15       4.305305489355e-16      -9.697338308549e-17 
 1282       9.747491655810e-11       4.286030790905e-12      -2.411815967011e-12       0.000000000000e+00       2.436226900754e-15       4.340811956928e-16      -9.711315866654e-17 
 1283       9.721312507906e-11       4.296450682838e-12      -2.523416704318e-12       0.000000000000e+00       2.428786602746e-15       4.375434727576e-16      -9.724280242798e-17 
 1284       9.696151282585e-11       4.306266420216e-12      -2.635446854500e-12       0.000000000000e+00       2.421373650578e-15       4.409124862393e-16      -9.736236938245e-17 
 1285       9.672014748191e-11       4.315470807930e-12      -2.747855562836e-12       0.000000000000e+00       2.413987888475e-15       4.441846525272e-16      -9.747190965143e-17 
 1286       9.648899236110e-11       4.324063390920e-12      -2.860598759688e-12       0.000000000000e+00       2.406629220255e-15       4.473617309972e-16      -9.757145202638e-17 
 1287       9.626798413137e-11       4.332045420343e-12      -2.973633877262e-12       0.000000000000e+00       2.399297563525e-15       4.504468370799e-16      -9.766102022311e-17 
 1288       9.605705882974e-11       4.339418168667e-12      -3.086918080847e-12       0.000000000000e+00       2.391992834354e-15       4.534431077677e-16      -9.774063832291e-17 
 1289       9.585615186094e-11       4.346182929722e-12      -3.200408268296e-12       0.000000000000e+00       2.384714947266e-15       4.563537016585e-16      -9.781033077352e-17 
 1290       9.566519799603e-11       4.352341018748e-12      -3.314061069505e-12       0.000000000000e+00       2.377463815233e-15       4.591817989991e-16      -9.787012238991e-17 
 1291       9.548413137099e-11       4.357893772447e-12      -3.427832845898e-12       0.000000000000e+00       2.370239349677e-15       4.619306017281e-16      -9.792003835515e-17 
 1292       9.531288548535e-11       4.362842549034e-12      -3.541679689907e-12       0.000000000000e+00       2.363041460464e-15       4.646033335198e-16      -9.796010422126e-17 
 1293       9.515139320083e-11       4.367188728283e-12      -3.655557424456e-12       0.000000000000e+00       2.355870055897e-15       4.672032398269e-16      -9.799034591006e-17 
 1294       9.499958673992e-11       4.370933711581e-12      -3.769421602442e-12       0.000000000000e+00       2.348725042717e-15       4.697335879243e-16      -9.801078971403e-17 
 1295       9.485739768450e-11       4.374078921978e-12      -3.883227506216e-12       0.000000000000e+00       2.341606326095e-15       4.721976669522e-16      -9.802146229713e-17 
 1296       9.472475697449e-11       4.376625804236e-12      -3.996930147066e-12       0.000000000000e+00       2.334513809632e-15       4.745987879591e-16      -9.802239069569e-17 
 1297       9.460159490642e-11       4.378575824877e-12      -4.110484264701e-12       0.000000000000e+00       2.327447395354e-15       4.769402839460e-16      -9.801360231922e-17 
 1298       9.448784113209e-11       4.379930472239e-12      -4.223844326728e-12       0.000000000000e+00       2.320406983705e-15       4.792255099086e-16      -9.799512495130e-17 
 1299       9.438342465715e-11       4.380691256519e-12      -4.336964528139e-12       0.000000000000e+00       2.313392473547e-15       4.814578428815e-16      -9.796698675040e-17 
 1300       9.428827383974e-11       4.380859709831e-12      -4.449798790789e-12       0.000000000000e+00       2.306403762156e-15       4.836406819810e-16      -9.792921625074e-17 
 1301       9.420231638909e-11       4.380437386248e-12      -4.562300762882e-12       0.000000000000e+00       2.299440745214e-15       4.857774484486e-16      -9.788184236314e-17 
 1302       9.412547936415e-11       4.379425861858e-12      -4.674423818450e-12       0.000000000000e+00       2.292503316813e-15       4.878715856943e-16      -9.782489437587e-17 
 1303       9.405768917220e-11       4.377826734812e-12      -4.786121056835e-12       0.000000000000e+00       2.285591369442e-15       4.899265593400e-16      -9.775840195550e-17 
 1304       9.399887156747e-11       4.375641625376e-12      -4.897345302174e-12       0.000000000000e+00       2.278704793989e-15       4.919458572626e-16      -9.768239514776e-17 
 1305       9.394895164973e-11       4.372872175976e-12      -5.008049102877e-12       0.000000000000e+00       2.271843479737e-15       4.939329896374e-16      -9.759690437836e-17 
 1306       9.390785386296e-11       4.369520051255e-12      -5.118184731111e-12       0.000000000000e+00       2.265007314358e-15       4.958914889814e-16      -9.750196045388e-17 
 1307       9.387550199392e-11       4.365586938119e-12      -5.227704182282e-12       0.000000000000e+00       2.258196183911e-15       4.978249101968e-16      -9.739759456260e-17 
 1308       9.385181917077e-11       4.361074545787e-12      -5.336559174519e-12       0.000000000000e+00       2.251409972835e-15       4.997368306140e-16      -9.728383827532e-17 
 1309       9.383672786172e-11       4.355984605843e-12      -5.444701148151e-12       0.000000000000e+00       2.244648563951e-15       5.016308500351e-16      -9.716072354629e-17 
 1310       9.383014987360e-11       4.350318872287e-12      -5.552081265193e-12       0.000000000000e+00       2.237911838451e-15       5.035105907772e-16      -9.702828271397e-17 
 1311       9.383200635052e-11       4.344079121580e-12      -5.658650408826e-12       0.000000000000e+00       2.231199675901e-15       5.053796977158e-16      -9.688654850193e-17 
 1312       9.384221777245e-11       4.337267152701e-12      -5.764359182882e-12       0.000000000000e+00       2.224511954233e-15       5.072418383277e-16      -9.673555401971e-17 
 1313       9.386070395386e-11       4.329884787192e-12      -5.869157911322e-12       0.000000000000e+00       2.217848549741e-15       5.091007027349e-16      -9.657533276363e-17 
 1314       9.388738404232e-11       4.321933869210e-12      -5.972996637720e-12       0.000000000000e+00       2.211209337080e-15       5.109600037474e-16      -9.640591861766e-17 
 1315       9.392217651715e-11       4.313416265579e-12      -6.075825124745e-12       0.000000000000e+00       2.204594189260e-15       5.128234769069e-16      -9.622734585429e-17 
 1316       9.396499918797e-11       4.304333865836e-12      -6.177592853644e-12       0.000000000000e+00       2.198002977643e-15       5.146948805298e-16      -9.603964913533e-17 
 1317       9.401576919338e-11       4.294688582285e-12      -6.278249023720e-12       0.000000000000e+00       2.191435571939e-15       5.165779957508e-16      -9.584286351283e-17 
 1318       9.407440299956e-11       4.284482350044e-12      -6.377742551819e-12       0.000000000000e+00       2.184891840201e-15       5.184766265658e-16      -9.563702442986e-17 
 1319       9.414081639886e-11       4.273717127100e-12      -6.476022071811e-12       0.000000000000e+00       2.178371648824e-15       5.203945998759e-16      -9.542216772140e-17 
 1320       9.421492450844e-11       4.262394894352e-12      -6.573035934067e-12       0.000000000000e+00       2.171874862538e-15       5.223357655298e-16      -9.519832961519e-17 
 1321       9.429664176890e-11       4.250517655668e-12      -6.668732204948e-12       0.000000000000e+00       2.165401344408e-15       5.243039963680e-16      -9.496554673255e-17 
 1322       9.438588194284e-11       4.238087437932e-12      -6.763058666282e-12       0.000000000000e+00       2.158950955825e-15       5.263031882654e-16      -9.472385608927e-17 
 1323       9.448255811355e-11       4.225106291091e-12      -6.855962814850e-12       0.000000000000e+00       2.152523556507e-15       5.283372601751e-16      -9.447329509644e-17 
 1324       9.458657208020e-11       4.211577317465e-12      -6.947397424682e-12       0.000000000000e+00       2.146119017206e-15       5.304088715196e-16      -9.421390474185e-17 
 1325       9.469778241817e-11       4.197507771979e-12      -7.037337302233e-12       0.000000000000e+00       2.139737258006e-15       5.325155587783e-16      -9.394573917096e-17 
 1326       9.481603606326e-11       4.182905996263e-12      -7.125762715208e-12       0.000000000000e+00       2.133378210441e-15       5.346535563215e-16      -9.366885621344e-17 
 1327       9.494117888099e-11       4.167780392628e-12      -7.212653846401e-12       0.000000000000e+00       2.127041804817e-15       5.368190751467e-16      -9.338331421327e-17 
 1328       9.507305566443e-11       4.152139424184e-12      -7.297990793551e-12       0.000000000000e+00       2.120727970209e-15       5.390083028347e-16      -9.308917202981e-17 
 1329       9.521151013212e-11       4.135991614962e-12      -7.381753569207e-12       0.000000000000e+00       2.114436634458e-15       5.412174035046e-16      -9.278648903887e-17 
 1330       9.535638492599e-11       4.119345550037e-12      -7.463922100591e-12       0.000000000000e+00       2.108167724167e-15       5.434425177700e-16      -9.247532513377e-17 
 1331       9.550752160920e-11       4.102209875644e-12      -7.544476229459e-12       0.000000000000e+00       2.101921164702e-15       5.456797626939e-16      -9.215574072642e-17 
 1332       9.566476066407e-11       4.084593299299e-12      -7.623395711965e-12       0.000000000000e+00       2.095696880184e-15       5.479252317450e-16      -9.182779674838e-17 
 1333       9.582794148993e-11       4.066504589925e-12      -7.700660218521e-12       0.000000000000e+00       2.089494793487e-15       5.501749947525e-16      -9.149155465193e-17 
 1334       9.599690240108e-11       4.047952577966e-12      -7.776249333663e-12       0.000000000000e+00       2.083314826240e-15       5.524250978623e-16      -9.114707641113e-17 
 1335       9.617148062459e-11       4.028946155512e-12      -7.850142555912e-12       0.000000000000e+00       2.077156898817e-15       5.546715634923e-16      -9.079442452291e-17 
 1336       9.635151229827e-11       4.009494276416e-12      -7.922319297636e-12       0.000000000000e+00       2.071020930339e-15       5.569103902881e-16      -9.043366200809e-17 
 1337       9.653683246851e-11       3.989605956419e-12      -7.992758884911e-12       0.000000000000e+00       2.064906838669e-15       5.591375530783e-16      -9.006485241252e-17 
 1338       9.672727508821e-11       3.969290273266e-12      -8.061440557387e-12       0.000000000000e+00       2.058814540410e-15       5.613490028303e-16      -8.968805980807e-17 
 1339       9.692267301464e-11       3.948556366829e-12      -8.128343468150e-12       0.000000000000e+00       2.052743950900e-15       5.635406666060e-16      -8.930334879377e-17 
 1340       9.712285800733e-11       3.927413439228e-12      -8.193446683580e-12       0.000000000000e+00       2.046694984212e-15       5.657084475170e-16      -8.891078449680e-17 
 1341       9.732766072598e-11       3.905870754949e-12      -8.256729183220e-12       0.000000000000e+00       2.040667553149e-15       5.678482246805e-16      -8.851043257363e-17 
 1342       9.753691072837e-11       3.883937640969e-12      -8.318169859634e-12       0.000000000000e+00       2.034661569242e-15       5.699558531747e-16      -8.810235921106e-17 
 1343       9.775043646818e-11       3.861623486871e-12      -8.377747518271e-12       0.000000000000e+00       2.028676942747e-15       5.720271639945e-16      -8.768663112726e-17 
 1344       9.796806529295e-11       3.838937744969e-12      -8.435440877326e-12       0.000000000000e+00       2.022713582641e-15       5.740579640068e-16      -8.726331557288e-17 
 1345       9.818962344194e-11       3.815889930427e-12      -8.491228567607e-12       0.000000000000e+00       2.016771396620e-15       5.760440359066e-16      -8.683248033211e-17 
 1346       9.841493604404e-11       3.792489621378e-12      -8.545089132392e-12       0.000000000000e+00       2.010850291096e-15       5.779811381719e-16      -8.639419372370e-17 
 1347       9.864382711563e-11       3.768746459049e-12      -8.597001027295e-12       0.000000000000e+00       2.004950171194e-15       5.798650050198e-16      -8.594852460211e-17 
 1348       9.887611955849e-11       3.744670147875e-12      -8.646942620126e-12       0.000000000000e+00       1.999070940750e-15       5.816913463620e-16      -8.549554235850e-17 
 1349       9.911163515769e-11       3.720270455625e-12      -8.694892190756e-12       0.000000000000e+00       1.993212502304e-15       5.834558477599e-16      -8.503531692185e-17 
 1350       9.935019457950e-11       3.695557213523e-12      -8.740827930978e-12       0.000000000000e+00       1.987374757104e-15       5.851541703809e-16      -8.456791876000e-17 
 1351       9.959161736924e-11       3.670540316361e-12      -8.784727944371e-12       0.000000000000e+00       1.981557605095e-15       5.867819509535e-16      -8.409341888072e-17 
 1352       9.983572194920e-11       3.645229722631e-12      -8.826570246161e-12       0.000000000000e+00       1.975760944924e-15       5.883348017229e-16      -8.361188883280e-17 
 1353       1.000823256165e-10       3.619635454634e-12      -8.866332763083e-12       0.000000000000e+00       1.969984673930e-15       5.898083104067e-16      -8.312340070708e-17 
 1354       1.003312445411e-10       3.593767598610e-12      -8.903993333245e-12       0.000000000000e+00       1.964228688147e-15       5.911980401505e-16      -8.262802713756e-17 
 1355       1.005822937634e-10       3.567636304852e-12      -8.939529705990e-12       0.000000000000e+00       1.958492882297e-15       5.924995294833e-16      -8.212584130243e-17 
 1356       1.008352871925e-10       3.541251787831e-12      -8.972919541759e-12       0.000000000000e+00       1.952777149788e-15       5.937082922733e-16      -8.161691692515e-17 
 1357       1.010900376039e-10       3.514624326313e-12      -9.004140411952e-12       0.000000000000e+00       1.947081382711e-15       5.948198176832e-16      -8.110132827554e-17 
 1358       1.013463566373e-10       3.487764263483e-12      -9.033169798793e-12       0.000000000000e+00       1.941405471840e-15       5.958295701260e-16      -8.057915017082e-17 
 1359       1.016040547948e-10       3.460682007063e-12      -9.059985095189e-12       0.000000000000e+00       1.935749306623e-15       5.967329892206e-16      -8.005045797669e-17 
 1360       1.018629414383e-10       3.433388029432e-12      -9.084563604596e-12       0.000000000000e+00       1.930112775186e-15       5.975254897471e-16      -7.951532760838e-17 
 1361       1.021228247878e-10       3.405892867751e-12      -9.106882540880e-12       0.000000000000e+00       1.924495764324e-15       5.982024616026e-16      -7.897383553174e-17 
 1362       1.023835119194e-10       3.378207124077e-12      -9.126919028180e-12       0.000000000000e+00       1.918898159501e-15       5.987592697567e-16      -7.842605876431e-17 
 1363       1.026448173509e-10       3.350341326811e-12      -9.144655868821e-12       0.000000000000e+00       1.913319855033e-15       5.991927087134e-16      -7.787207476973e-17 
 1364       1.029065889055e-10       3.322305513149e-12      -9.160098915058e-12       0.000000000000e+00       1.907760784751e-15       5.995053830594e-16      -7.731196113769e-17 
 1365       1.031686821216e-10       3.294109642390e-12      -9.173259883427e-12       0.000000000000e+00       1.902220891661e-15       5.997013738232e-16      -7.674579590269e-17 
 1366       1.034309516884e-10       3.265763734317e-12      -9.184150603840e-12       0.000000000000e+00       1.896700117785e-15       5.997847882820e-16      -7.617365765142e-17 
 1367       1.036932514440e-10       3.237277869310e-12      -9.192783019816e-12       0.000000000000e+00       1.891198404158e-15       5.997597600112e-16      -7.559562552379e-17 
 1368       1.039554343743e-10       3.208662188460e-12      -9.199169188720e-12       0.000000000000e+00       1.885715690828e-15       5.996304489340e-16      -7.501177921405e-17 
 1369       1.042173526110e-10       3.179926893676e-12      -9.203321281995e-12       0.000000000000e+00       1.880251916853e-15       5.994010413707e-16      -7.442219897178e-17 
 1370       1.044788574303e-10       3.151082247800e-12      -9.205251585397e-12       0.000000000000e+00       1.874807020296e-15       5.990757500880e-16      -7.382696560303e-17 
 1371       1.047397992513e-10       3.122138574715e-12      -9.204972499228e-12       0.000000000000e+00       1.869380938228e-15       5.986588143488e-16      -7.322616047131e-17 
 1372       1.050000276344e-10       3.093106259463e-12      -9.202496538578e-12       0.000000000000e+00       1.863973606719e-15       5.981544999617e-16      -7.261986549868e-17 
 1373       1.052593912797e-10       3.063995748350e-12      -9.197836333550e-12       0.000000000000e+00       1.858584960844e-15       5.975670993299e-16      -7.200816316682e-17 
 1374       1.055177380256e-10       3.034817549061e-12      -9.191004629503e-12       0.000000000000e+00       1.853214934671e-15       5.969009315013e-16      -7.139113651808e-17 
 1375       1.057749148473e-10       3.005582230771e-12      -9.182014287282e-12       0.000000000000e+00       1.847863461268e-15       5.961603422174e-16      -7.076886915655e-17 
 1376       1.060307678548e-10       2.976300424257e-12      -9.170878283453e-12       0.000000000000e+00       1.842530472694e-15       5.953497039634e-16      -7.014144524908e-17 
 1377       1.062851422919e-10       2.946982822009e-12      -9.157609710542e-12       0.000000000000e+00       1.837215900001e-15       5.944734160170e-16      -6.950894952640e-17 
 1378       1.065378825344e-10       2.917640178340e-12      -9.142221777264e-12       0.000000000000e+00       1.831919673227e-15       5.935359044981e-16      -6.887146728415e-17 
 1379       1.067888320883e-10       2.888283309502e-12      -9.124727808764e-12       0.000000000000e+00       1.826641721401e-15       5.925416224186e-16      -6.822908438395e-17 
 1380       1.070378335887e-10       2.858923093794e-12      -9.105141246845e-12       0.000000000000e+00       1.821381972531e-15       5.914950497312e-16      -6.758188725444e-17 
 1381       1.072847287981e-10       2.829570471673e-12      -9.083475650208e-12       0.000000000000e+00       1.816140353611e-15       5.904006933795e-16      -6.692996289237e-17 
 1382       1.075293586046e-10       2.800236445870e-12      -9.059744694686e-12       0.000000000000e+00       1.810916790614e-15       5.892630873471e-16      -6.627339886363e-17 
 1383       1.077715630205e-10       2.770932081496e-12      -9.033962173478e-12       0.000000000000e+00       1.805711208490e-15       5.880867927069e-16      -6.561228330434e-17 
 1384       1.080111811810e-10       2.741668506160e-12      -9.006141997381e-12       0.000000000000e+00       1.800523531163e-15       5.868763976711e-16      -6.494670492189e-17 
 1385       1.082480513423e-10       2.712456910073e-12      -8.976298195030e-12       0.000000000000e+00       1.795353681532e-15       5.856365176402e-16      -6.427675299603e-17 
 1386       1.084820108800e-10       2.683308546165e-12      -8.944444913131e-12       0.000000000000e+00       1.790201581465e-15       5.843717952525e-16      -6.360251737987e-17 
 1387       1.087128962879e-10       2.654234730198e-12      -8.910596416694e-12       0.000000000000e+00       1.785067151799e-15       5.830869004337e-16      -6.292408850103e-17 
 1388       1.089405431763e-10       2.625246840870e-12      -8.874767089269e-12       0.000000000000e+00       1.779950312337e-15       5.817865304465e-16      -6.224155736261e-17 
 1389       1.091647862702e-10       2.596356319936e-12      -8.836971433181e-12       0.000000000000e+00       1.774850981844e-15       5.804754099395e-16      -6.155501554430e-17 
 1390       1.093854594080e-10       2.567574672313e-12      -8.797224069766e-12       0.000000000000e+00       1.769769078049e-15       5.791582909973e-16      -6.086455520345e-17 
 1391       1.096023955400e-10       2.538913466192e-12      -8.755539739602e-12       0.000000000000e+00       1.764704517639e-15       5.778399531896e-16      -6.017026907609e-17 
 1392       1.098154267266e-10       2.510384333155e-12      -8.711933302749e-12       0.000000000000e+00       1.759657216257e-15       5.765252036207e-16      -5.947225047804e-17 
 1393       1.100243841370e-10       2.481998968281e-12      -8.666419738979e-12       0.000000000000e+00       1.754627088501e-15       5.752188769790e-16      -5.877059330592e-17 
 1394       1.102290980474e-10       2.453769130258e-12      -8.619014148014e-12       0.000000000000e+00       1.749614047922e-15       5.739258355864e-16      -5.806539203825e-17 
 1395       1.104293978396e-10       2.425706641499e-12      -8.569731749760e-12       0.000000000000e+00       1.744618007021e-15       5.726509694479e-16      -5.735674173649e-17 
 1396       1.106251119995e-10       2.397823388249e-12      -8.518587884541e-12       0.000000000000e+00       1.739638877244e-15       5.713991963008e-16      -5.664473804610e-17 
 1397       1.108160681154e-10       2.370131320699e-12      -8.465598013335e-12       0.000000000000e+00       1.734676568985e-15       5.701754616645e-16      -5.592947719762e-17 
 1398       1.110020928765e-10       2.342642453096e-12      -8.410777718008e-12       0.000000000000e+00       1.729730991580e-15       5.689847388895e-16      -5.521105600772e-17 
 1399       1.111830120712e-10       2.315368863857e-12      -8.354142701548e-12       0.000000000000e+00       1.724802053307e-15       5.678320292075e-16      -5.448957188025e-17 
 1400       1.113586505860e-10       2.288322695678e-12      -8.295708788303e-12       0.000000000000e+00       1.719889661381e-15       5.667223617801e-16      -5.376512280730e-17 
 1401       1.115288324035e-10       2.261516155648e-12      -8.235491924211e-12       0.000000000000e+00       1.714993721953e-15       5.656607937488e-16      -5.303780737029e-17 
 1402       1.116934008716e-10       2.234960416118e-12      -8.173510943220e-12       0.000000000000e+00       1.710114148555e-15       5.646510430443e-16      -5.230772735419e-17 
 1403       1.118522797459e-10       2.208662304544e-12      -8.109795897623e-12       0.000000000000e+00       1.705250887526e-15       5.636913711123e-16      -5.157499561789e-17 
 1404       1.120054127811e-10       2.182627579344e-12      -8.044379815082e-12       0.000000000000e+00       1.700403892849e-15       5.627786573399e-16      -5.083972830806e-17 
 1405       1.121527435176e-10       2.156862026041e-12      -7.977295940730e-12       0.000000000000e+00       1.695573117720e-15       5.619097623651e-16      -5.010204225459e-17 
 1406       1.122942152811e-10       2.131371457315e-12      -7.908577737578e-12       0.000000000000e+00       1.690758514553e-15       5.610815280426e-16      -4.936205497187e-17 
 1407       1.124297711827e-10       2.106161713046e-12      -7.838258886916e-12       0.000000000000e+00       1.685960034973e-15       5.602907774103e-16      -4.861988465992e-17 
 1408       1.125593541182e-10       2.081238660354e-12      -7.766373288720e-12       0.000000000000e+00       1.681177629817e-15       5.595343146551e-16      -4.787565020572e-17 
 1409       1.126829067677e-10       2.056608193650e-12      -7.692955062053e-12       0.000000000000e+00       1.676411249135e-15       5.588089250786e-16      -4.712947118433e-17 
 1410       1.128003715957e-10       2.032276234677e-12      -7.618038545468e-12       0.000000000000e+00       1.671660842179e-15       5.581113750640e-16      -4.638146786017e-17 
 1411       1.129116908504e-10       2.008248732554e-12      -7.541658297414e-12       0.000000000000e+00       1.666926357413e-15       5.574384120411e-16      -4.563176118824e-17 
 1412       1.130168065637e-10       1.984531663823e-12      -7.463849096639e-12       0.000000000000e+00       1.662207742501e-15       5.567867644532e-16      -4.488047281529e-17 
 1413       1.131156605504e-10       1.961131032492e-12      -7.384645942591e-12       0.000000000000e+00       1.657504944312e-15       5.561531417227e-16      -4.412772508110e-17 
 1414       1.132081944087e-10       1.938052870079e-12      -7.304084055824e-12       0.000000000000e+00       1.652817908916e-15       5.555342342174e-16      -4.337364101967e-17 
 1415       1.132943495188e-10       1.915303235658e-12      -7.222198878402e-12       0.000000000000e+00       1.648146581581e-15       5.549267132162e-16      -4.261834436044e-17 
 1416       1.133740670436e-10       1.892888215903e-12      -7.139026074302e-12       0.000000000000e+00       1.643490906772e-15       5.543272308755e-16      -4.186195952952e-17 
 1417       1.134472879276e-10       1.870813925132e-12      -7.054601529814e-12       0.000000000000e+00       1.638850828151e-15       5.537324201950e-16      -4.110461165090e-17 
 1418       1.135139528973e-10       1.849086505353e-12      -6.968961353952e-12       0.000000000000e+00       1.634226288572e-15       5.531388949841e-16      -4.034642654767e-17 
 1419       1.135740024602e-10       1.827712126306e-12      -6.882141878851e-12       0.000000000000e+00       1.629617230083e-15       5.525432498273e-16      -3.958753074325e-17 
 1420       1.136273769048e-10       1.806696985510e-12      -6.794179660172e-12       0.000000000000e+00       1.625023593921e-15       5.519420600510e-16      -3.882805146262e-17 
 1421       1.136740163005e-10       1.786047308307e-12      -6.705111477509e-12       0.000000000000e+00       1.620445320510e-15       5.513318816889e-16      -3.806811663351e-17 
 1422       1.137138604968e-10       1.765769347905e-12      -6.614974334789e-12       0.000000000000e+00       1.615882349463e-15       5.507092514486e-16      -3.730785488763e-17 
 1423       1.137468491234e-10       1.745869385425e-12      -6.523805460674e-12       0.000000000000e+00       1.611334619577e-15       5.500706866771e-16      -3.654739556191e-17 
 1424       1.137729215895e-10       1.726353729944e-12      -6.431642308972e-12       0.000000000000e+00       1.606802068832e-15       5.494126853273e-16      -3.578686869969e-17 
 1425       1.137920170840e-10       1.707228718539e-12      -6.338522559032e-12       0.000000000000e+00       1.602284634389e-15       5.487317259239e-16      -3.502640505198e-17 
 1426       1.138040745746e-10       1.688500716333e-12      -6.244484116153e-12       0.000000000000e+00       1.597782252589e-15       5.480242675293e-16      -3.426613607863e-17 
 1427       1.138090328079e-10       1.670176116539e-12      -6.149565111986e-12       0.000000000000e+00       1.593294858950e-15       5.472867497098e-16      -3.350619394960e-17 
