# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2651       7.939600955862e-12       2.866716737079e-13      -6.927438954110e-13       0.000000000000e+00       1.001049139046e-16       2.994503648617e-17      -1.176508526188e-18 
 2652       7.937608340311e-12       2.844392322589e-13      -6.899604064630e-13       0.000000000000e+00       9.991147660429e-17       2.984182309153e-17      -1.148477684992e-18 
 2653       7.935414736388e-12       2.822134352666e-13      -6.870771546094e-13       0.000000000000e+00       9.971844050982e-17       2.973716622257e-17      -1.121620406383e-18 
 2654       7.933017358944e-12       2.799947761000e-13      -6.840957407650e-13       0.000000000000e+00       9.952580482926e-17       2.963111669264e-17      -1.095895500222e-18 
 2655       7.930413415434e-12       2.777837495691e-13      -6.810177711643e-13       0.000000000000e+00       9.933356876501e-17       2.952372547504e-17      -1.071261646062e-18 
 2656       7.927600105910e-12       2.755808519263e-13      -6.778448573669e-13       0.000000000000e+00       9.914173151380e-17       2.941504370315e-17      -1.047677393024e-18 
 2657       7.924574623010e-12       2.733865808679e-13      -6.745786162623e-13       0.000000000000e+00       9.895029226667e-17       2.930512267062e-17      -1.025101159672e-18 
 2658       7.921334151959e-12       2.712014355350e-13      -6.712206700751e-13       0.000000000000e+00       9.875925020897e-17       2.919401383149e-17      -1.003491233890e-18 
 2659       7.917875870556e-12       2.690259165150e-13      -6.677726463706e-13       0.000000000000e+00       9.856860452032e-17       2.908176880036e-17      -9.828057727535e-19 
 2660       7.914196949169e-12       2.668605258435e-13      -6.642361780595e-13       0.000000000000e+00       9.837835437467e-17       2.896843935253e-17      -9.630028024097e-19 
 2661       7.910294550730e-12       2.647057670046e-13      -6.606129034032e-13       0.000000000000e+00       9.818849894023e-17       2.885407742417e-17      -9.440402179490e-19 
 2662       7.906165830727e-12       2.625621449332e-13      -6.569044660190e-13       0.000000000000e+00       9.799903737950e-17       2.873873511247e-17      -9.258757832825e-19 
 2663       7.901807937198e-12       2.604301660158e-13      -6.531125148853e-13       0.000000000000e+00       9.780996884924e-17       2.862246467576e-17      -9.084671310164e-19 
 2664       7.897218010722e-12       2.583103380920e-13      -6.492387043468e-13       0.000000000000e+00       9.762129250049e-17       2.850531853372e-17      -8.917717623278e-19 
 2665       7.892393184416e-12       2.562031704559e-13      -6.452846941192e-13       0.000000000000e+00       9.743300747852e-17       2.838734926747e-17      -8.757470468396e-19 
 2666       7.887330583927e-12       2.541091738573e-13      -6.412521492951e-13       0.000000000000e+00       9.724511292290e-17       2.826860961978e-17      -8.603502224964e-19 
 2667       7.882027327422e-12       2.520288605030e-13      -6.371427403487e-13       0.000000000000e+00       9.705760796740e-17       2.814915249517e-17      -8.455383954393e-19 
 2668       7.876480525589e-12       2.499627440586e-13      -6.329581431409e-13       0.000000000000e+00       9.687049174006e-17       2.802903096012e-17      -8.312685398818e-19 
 2669       7.870687281621e-12       2.479113396492e-13      -6.287000389248e-13       0.000000000000e+00       9.668376336312e-17       2.790829824317e-17      -8.174974979845e-19 
 2670       7.864644691216e-12       2.458751638610e-13      -6.243701143505e-13       0.000000000000e+00       9.649742195308e-17       2.778700773510e-17      -8.041819797311e-19 
 2671       7.858349842568e-12       2.438547347429e-13      -6.199700614706e-13       0.000000000000e+00       9.631146662063e-17       2.766521298907e-17      -7.912785628033e-19 
 2672       7.851799816361e-12       2.418505718075e-13      -6.155015777451e-13       0.000000000000e+00       9.612589647070e-17       2.754296772079e-17      -7.787436924563e-19 
 2673       7.844991685762e-12       2.398631960325e-13      -6.109663660468e-13       0.000000000000e+00       9.594071060240e-17       2.742032580866e-17      -7.665336813941e-19 
 2674       7.837922516413e-12       2.378931298622e-13      -6.063661346660e-13       0.000000000000e+00       9.575590810905e-17       2.729734129392e-17      -7.546047096451e-19 
 2675       7.830589366427e-12       2.359408972086e-13      -6.017025973164e-13       0.000000000000e+00       9.557148807817e-17       2.717406838081e-17      -7.429128244370e-19 
 2676       7.822989286381e-12       2.340070234530e-13      -5.969774731395e-13       0.000000000000e+00       9.538744959145e-17       2.705056143672e-17      -7.314139400725e-19 
 2677       7.815119319304e-12       2.320920354472e-13      -5.921924867104e-13       0.000000000000e+00       9.520379172478e-17       2.692687499234e-17      -7.200638378044e-19 
 2678       7.806976500680e-12       2.301964615148e-13      -5.873493680423e-13       0.000000000000e+00       9.502051354820e-17       2.680306374182e-17      -7.088181657113e-19 
 2679       7.798557858433e-12       2.283208314526e-13      -5.824498525924e-13       0.000000000000e+00       9.483761412594e-17       2.667918254292e-17      -6.976324385725e-19 
 2680       7.789860412923e-12       2.264656765321e-13      -5.774956812664e-13       0.000000000000e+00       9.465509251636e-17       2.655528641714e-17      -6.864620377437e-19 
 2681       7.780881176941e-12       2.246315295004e-13      -5.724886004242e-13       0.000000000000e+00       9.447294777200e-17       2.643143054992e-17      -6.752622110321e-19 
 2682       7.771617155702e-12       2.228189245820e-13      -5.674303618847e-13       0.000000000000e+00       9.429117893954e-17       2.630767029076e-17      -6.639880725721e-19 
 2683       7.762065346834e-12       2.210283974799e-13      -5.623227229310e-13       0.000000000000e+00       9.410978505979e-17       2.618406115336e-17      -6.525946027003e-19 
 2684       7.752222740379e-12       2.192604853771e-13      -5.571674463158e-13       0.000000000000e+00       9.392876516770e-17       2.606065881581e-17      -6.410366478307e-19 
 2685       7.742086318777e-12       2.175157269378e-13      -5.519663002662e-13       0.000000000000e+00       9.374811829234e-17       2.593751912071e-17      -6.292689203307e-19 
 2686       7.731653056870e-12       2.157946623086e-13      -5.467210584892e-13       0.000000000000e+00       9.356784345692e-17       2.581469807536e-17      -6.172459983958e-19 
 2687       7.720919921885e-12       2.140978331202e-13      -5.414335001767e-13       0.000000000000e+00       9.338793967873e-17       2.569225185186e-17      -6.049223259253e-19 
 2688       7.709883873435e-12       2.124257824885e-13      -5.361054100107e-13       0.000000000000e+00       9.320840596921e-17       2.557023678731e-17      -5.922522123976e-19 
 2689       7.698542684582e-12       2.107789797951e-13      -5.307385805775e-13       0.000000000000e+00       9.302924138555e-17       2.544870287162e-17      -5.791977381480e-19 
 2690       7.686897409940e-12       2.091575945772e-13      -5.253348196140e-13       0.000000000000e+00       9.285044518615e-17       2.532767417197e-17      -5.657525174909e-19 
 2691       7.674949931002e-12       2.075617214092e-13      -5.198959428114e-13       0.000000000000e+00       9.267201667602e-17       2.520716830205e-17      -5.519180647632e-19 
 2692       7.662702136293e-12       2.059914550113e-13      -5.144237714144e-13       0.000000000000e+00       9.249395515517e-17       2.508720292475e-17      -5.376959006812e-19 
 2693       7.650155921377e-12       2.044468902501e-13      -5.089201322270e-13       0.000000000000e+00       9.231625991862e-17       2.496779575218e-17      -5.230875523473e-19 
 2694       7.637313188862e-12       2.029281221386e-13      -5.033868576171e-13       0.000000000000e+00       9.213893025638e-17       2.484896454577e-17      -5.080945532560e-19 
 2695       7.624175848413e-12       2.014352458361e-13      -4.978257855223e-13       0.000000000000e+00       9.196196545345e-17       2.473072711622e-17      -4.927184433012e-19 
 2696       7.610745816752e-12       1.999683566483e-13      -4.922387594544e-13       0.000000000000e+00       9.178536478980e-17       2.461310132366e-17      -4.769607687820e-19 
 2697       7.597025017668e-12       1.985275500278e-13      -4.866276285054e-13       0.000000000000e+00       9.160912754039e-17       2.449610507759e-17      -4.608230824092e-19 
 2698       7.583015382025e-12       1.971129215738e-13      -4.809942473520e-13       0.000000000000e+00       9.143325297514e-17       2.437975633700e-17      -4.443069433125e-19 
 2699       7.568718847768e-12       1.957245670320e-13      -4.753404762612e-13       0.000000000000e+00       9.125774035894e-17       2.426407311036e-17      -4.274139170462e-19 
 2700       7.554137359929e-12       1.943625822954e-13      -4.696681810956e-13       0.000000000000e+00       9.108258895163e-17       2.414907345572e-17      -4.101455755960e-19 
 2701       7.539272870634e-12       1.930270634037e-13      -4.639792333180e-13       0.000000000000e+00       9.090779800802e-17       2.403477548069e-17      -3.925034973858e-19 
 2702       7.524127339113e-12       1.917181065437e-13      -4.582755099973e-13       0.000000000000e+00       9.073336677785e-17       2.392119734254e-17      -3.744892672835e-19 
 2703       7.508702731702e-12       1.904358080496e-13      -4.525588938134e-13       0.000000000000e+00       9.055929450580e-17       2.380835724822e-17      -3.561044766082e-19 
 2704       7.493001021855e-12       1.891802644025e-13      -4.468312730622e-13       0.000000000000e+00       9.038558043151e-17       2.369627345440e-17      -3.373507231363e-19 
 2705       7.477024190148e-12       1.879515722311e-13      -4.410945416612e-13       0.000000000000e+00       9.021222378952e-17       2.358496426754e-17      -3.182296111081e-19 
 2706       7.460774224286e-12       1.867498283114e-13      -4.353505991545e-13       0.000000000000e+00       9.003922380932e-17       2.347444804390e-17      -2.987427512343e-19 
 2707       7.444253119110e-12       1.855751295670e-13      -4.296013507179e-13       0.000000000000e+00       8.986657971529e-17       2.336474318960e-17      -2.788917607024e-19 
 2708       7.427462876607e-12       1.844275730691e-13      -4.238487071643e-13       0.000000000000e+00       8.969429072676e-17       2.325586816069e-17      -2.586782631834e-19 
 2709       7.410405505911e-12       1.833072560366e-13      -4.180945849487e-13       0.000000000000e+00       8.952235605792e-17       2.314784146314e-17      -2.381038888380e-19 
 2710       7.393083023316e-12       1.822142758362e-13      -4.123409061737e-13       0.000000000000e+00       8.935077491790e-17       2.304068165293e-17      -2.171702743235e-19 
 2711       7.375497452280e-12       1.811487299826e-13      -4.065895985944e-13       0.000000000000e+00       8.917954651071e-17       2.293440733609e-17      -1.958790627999e-19 
 2712       7.357650823431e-12       1.801107161383e-13      -4.008425956238e-13       0.000000000000e+00       8.900867003525e-17       2.282903716871e-17      -1.742319039366e-19 
 2713       7.339545174578e-12       1.791003321141e-13      -3.951018363377e-13       0.000000000000e+00       8.883814468532e-17       2.272458985704e-17      -1.522304539189e-19 
 2714       7.321182550711e-12       1.781176758689e-13      -3.893692654804e-13       0.000000000000e+00       8.866796964956e-17       2.262108415747e-17      -1.298763754543e-19 
 2715       7.302565004018e-12       1.771628455097e-13      -3.836468334696e-13       0.000000000000e+00       8.849814411152e-17       2.251853887664e-17      -1.071713377794e-19 
 2716       7.283694593880e-12       1.762359392921e-13      -3.779364964013e-13       0.000000000000e+00       8.832866724961e-17       2.241697287143e-17      -8.411701666581e-20 
 2717       7.264573386890e-12       1.753370556201e-13      -3.722402160558e-13       0.000000000000e+00       8.815953823708e-17       2.231640504904e-17      -6.071509442727e-20 
 2718       7.245203456849e-12       1.744662930462e-13      -3.665599599020e-13       0.000000000000e+00       8.799075624206e-17       2.221685436701e-17      -3.696725992572e-20 
 2719       7.225586884782e-12       1.736237502715e-13      -3.608977011033e-13       0.000000000000e+00       8.782232042751e-17       2.211833983329e-17      -1.287520857793e-20 
 2720       7.205725758939e-12       1.728095261460e-13      -3.552554185225e-13       0.000000000000e+00       8.765422995125e-17       2.202088050628e-17       1.155935763799e-20 
 2721       7.185622174805e-12       1.720237196682e-13      -3.496350967269e-13       0.000000000000e+00       8.748648396593e-17       2.192449549483e-17       3.633473017612e-20 
 2722       7.165278235104e-12       1.712664299860e-13      -3.440387259937e-13       0.000000000000e+00       8.731908161903e-17       2.182920395836e-17       6.144919391623e-20 
 2723       7.144696049812e-12       1.705377563958e-13      -3.384683023152e-13       0.000000000000e+00       8.715202205287e-17       2.173502510683e-17       8.690102715728e-20 
 2724       7.123877736155e-12       1.698377983435e-13      -3.329258274040e-13       0.000000000000e+00       8.698530440457e-17       2.164197820086e-17       1.126885016109e-19 
 2725       7.102825418625e-12       1.691666554239e-13      -3.274133086979e-13       0.000000000000e+00       8.681892780608e-17       2.155008255169e-17       1.388098823950e-19 
 2726       7.081541228981e-12       1.685244273814e-13      -3.219327593654e-13       0.000000000000e+00       8.665289138416e-17       2.145935752131e-17       1.652634280271e-19 
 2727       7.060027306257e-12       1.679112141095e-13      -3.164861983111e-13       0.000000000000e+00       8.648719426037e-17       2.136982252243e-17       1.920473904180e-19 
 2728       7.038286218998e-12       1.673270529305e-13      -3.110754882189e-13       0.000000000000e+00       8.632183558976e-17       2.128148821492e-17       2.191536676945e-19 
 2729       7.016322234423e-12       1.667717300649e-13      -3.057018487228e-13       0.000000000000e+00       8.615681467721e-17       2.119433004322e-17       2.465487254538e-19 
 2730       6.994140056087e-12       1.662449681503e-13      -3.003663406335e-13       0.000000000000e+00       8.599213086170e-17       2.110831455694e-17       2.741925730763e-19 
 2731       6.971744402287e-12       1.657464888688e-13      -2.950700276649e-13       0.000000000000e+00       8.582778347769e-17       2.102340820152e-17       3.020451014861e-19 
 2732       6.949140006079e-12       1.652760129462e-13      -2.898139764365e-13       0.000000000000e+00       8.566377185508e-17       2.093957731814e-17       3.300660830420e-19 
 2733       6.926331615285e-12       1.648332601514e-13      -2.845992564765e-13       0.000000000000e+00       8.550009531923e-17       2.085678814359e-17       3.582151714288e-19 
 2734       6.903323992512e-12       1.644179492954e-13      -2.794269402238e-13       0.000000000000e+00       8.533675319095e-17       2.077500681023e-17       3.864519015484e-19 
 2735       6.880121915167e-12       1.640297982300e-13      -2.742981030312e-13       0.000000000000e+00       8.517374478649e-17       2.069419934585e-17       4.147356894111e-19 
 2736       6.856730175466e-12       1.636685238473e-13      -2.692138231676e-13       0.000000000000e+00       8.501106941753e-17       2.061433167358e-17       4.430258320268e-19 
 2737       6.833153580449e-12       1.633338420786e-13      -2.641751818205e-13       0.000000000000e+00       8.484872639118e-17       2.053536961179e-17       4.712815072961e-19 
 2738       6.809396951997e-12       1.630254678935e-13      -2.591832630989e-13       0.000000000000e+00       8.468671501000e-17       2.045727887402e-17       4.994617739014e-19 
 2739       6.785465126841e-12       1.627431152990e-13      -2.542391540358e-13       0.000000000000e+00       8.452503457195e-17       2.038002506883e-17       5.275255711985e-19 
 2740       6.761362956583e-12       1.624864973387e-13      -2.493439445907e-13       0.000000000000e+00       8.436368437040e-17       2.030357369977e-17       5.554317191073e-19 
 2741       6.737095307699e-12       1.622553260916e-13      -2.444987276522e-13       0.000000000000e+00       8.420266369416e-17       2.022789016523e-17       5.831389180035e-19 
 2742       6.712667061563e-12       1.620493126713e-13      -2.397045990408e-13       0.000000000000e+00       8.404197182742e-17       2.015293975834e-17       6.106057486093e-19 
 2743       6.688083114456e-12       1.618681672253e-13      -2.349626575110e-13       0.000000000000e+00       8.388160804979e-17       2.007868766693e-17       6.377906718848e-19 
 2744       6.663348377579e-12       1.617115989337e-13      -2.302740047545e-13       0.000000000000e+00       8.372157163627e-17       2.000509897337e-17       6.646520289194e-19 
 2745       6.638467777069e-12       1.615793160088e-13      -2.256397454025e-13       0.000000000000e+00       8.356186185723e-17       1.993213865451e-17       6.911480408228e-19 
 2746       6.613446254012e-12       1.614710256935e-13      -2.210609870281e-13       0.000000000000e+00       8.340247797846e-17       1.985977158156e-17       7.172368086159e-19 
 2747       6.588288764458e-12       1.613864342611e-13      -2.165388401491e-13       0.000000000000e+00       8.324341926110e-17       1.978796252001e-17       7.428763131227e-19 
 2748       6.563000279430e-12       1.613252470136e-13      -2.120744182309e-13       0.000000000000e+00       8.308468496170e-17       1.971667612953e-17       7.680244148610e-19 
 2749       6.537585784944e-12       1.612871682816e-13      -2.076688376884e-13       0.000000000000e+00       8.292627433216e-17       1.964587696385e-17       7.926388539335e-19 
 2750       6.512050282020e-12       1.612719014228e-13      -2.033232178891e-13       0.000000000000e+00       8.276818661972e-17       1.957552947071e-17       8.166772499193e-19 
 2751       6.486398786695e-12       1.612791488214e-13      -1.990386811556e-13       0.000000000000e+00       8.261042106704e-17       1.950559799171e-17       8.400971017651e-19 
 2752       6.460636330037e-12       1.613086118869e-13      -1.948163527680e-13       0.000000000000e+00       8.245297691208e-17       1.943604676225e-17       8.628557876763e-19 
 2753       6.434767958161e-12       1.613599910535e-13      -1.906573609667e-13       0.000000000000e+00       8.229585338819e-17       1.936683991141e-17       8.849105650078e-19 
 2754       6.408798732238e-12       1.614329857789e-13      -1.865628369551e-13       0.000000000000e+00       8.213904972403e-17       1.929794146186e-17       9.062185701561e-19 
 2755       6.382733728516e-12       1.615272945435e-13      -1.825339149017e-13       0.000000000000e+00       8.198256514362e-17       1.922931532979e-17       9.267368184496e-19 
 2756       6.356578038327e-12       1.616426148495e-13      -1.785717319432e-13       0.000000000000e+00       8.182639886632e-17       1.916092532475e-17       9.464222040404e-19 
 2757       6.330336768102e-12       1.617786432200e-13      -1.746774281869e-13       0.000000000000e+00       8.167055010681e-17       1.909273514962e-17       9.652314997950e-19 
 2758       6.304015039391e-12       1.619350751981e-13      -1.708521467132e-13       0.000000000000e+00       8.151501807509e-17       1.902470840047e-17       9.831213571860e-19 
 2759       6.277617988867e-12       1.621116053459e-13      -1.670970335783e-13       0.000000000000e+00       8.135980197649e-17       1.895680856648e-17       1.000048306183e-18 
 2760       6.251150768346e-12       1.623079272433e-13      -1.634132378168e-13       0.000000000000e+00       8.120490101165e-17       1.888899902982e-17       1.015968755144e-18 
 2761       6.224618544802e-12       1.625237334880e-13      -1.598019114442e-13       0.000000000000e+00       8.105031437652e-17       1.882124306560e-17       1.030838990705e-18 
 2762       6.198026500375e-12       1.627587156933e-13      -1.562642094597e-13       0.000000000000e+00       8.089604126235e-17       1.875350384173e-17       1.044615177676e-18 
 2763       6.171379832390e-12       1.630125644884e-13      -1.528012898484e-13       0.000000000000e+00       8.074208085569e-17       1.868574441883e-17       1.057253358925e-18 
 2764       6.144683753368e-12       1.632849695167e-13      -1.494143135843e-13       0.000000000000e+00       8.058843233840e-17       1.861792775014e-17       1.068709455276e-18 
 2765       6.117943491039e-12       1.635756194350e-13      -1.461044446328e-13       0.000000000000e+00       8.043509488759e-17       1.855001668144e-17       1.078939265395e-18 
 2766       6.091164288361e-12       1.638842019129e-13      -1.428728499529e-13       0.000000000000e+00       8.028206767570e-17       1.848197395092e-17       1.087898465685e-18 
 2767       6.064351288377e-12       1.642103836224e-13      -1.397204883038e-13       0.000000000000e+00       8.012934991593e-17       1.841376432175e-17       1.095560940900e-18 
 2768       6.037509188112e-12       1.645537500934e-13      -1.366474754356e-13       0.000000000000e+00       7.997694099910e-17       1.834536099237e-17       1.101973882207e-18 
 2769       6.010642582876e-12       1.649138655380e-13      -1.336537155436e-13       0.000000000000e+00       7.982484035754e-17       1.827673921991e-17       1.107202980527e-18 
 2770       5.983756081256e-12       1.652902928299e-13      -1.307391121590e-13       0.000000000000e+00       7.967304741963e-17       1.820787419060e-17       1.111314122471e-18 
 2771       5.956854305134e-12       1.656825935027e-13      -1.279035681483e-13       0.000000000000e+00       7.952156160979e-17       1.813874101968e-17       1.114373390521e-18 
 2772       5.929941889692e-12       1.660903277491e-13      -1.251469857125e-13       0.000000000000e+00       7.937038234849e-17       1.806931475135e-17       1.116447063204e-18 
 2773       5.903023483428e-12       1.665130544195e-13      -1.224692663863e-13       0.000000000000e+00       7.921950905226e-17       1.799957035867e-17       1.117601615276e-18 
 2774       5.876103748166e-12       1.669503310205e-13      -1.198703110378e-13       0.000000000000e+00       7.906894113364e-17       1.792948274354e-17       1.117903717896e-18 
 2775       5.849187359073e-12       1.674017137141e-13      -1.173500198670e-13       0.000000000000e+00       7.891867800121e-17       1.785902673662e-17       1.117420238807e-18 
 2776       5.822279004663e-12       1.678667573164e-13      -1.149082924058e-13       0.000000000000e+00       7.876871905959e-17       1.778817709727e-17       1.116218242512e-18 
 2777       5.795383386814e-12       1.683450152961e-13      -1.125450275171e-13       0.000000000000e+00       7.861906370940e-17       1.771690851345e-17       1.114364990455e-18 
 2778       5.768505220780e-12       1.688360397733e-13      -1.102601233939e-13       0.000000000000e+00       7.846971134729e-17       1.764519560173e-17       1.111927941197e-18 
 2779       5.741649235202e-12       1.693393815186e-13      -1.080534775585e-13       0.000000000000e+00       7.832066136594e-17       1.757301290715e-17       1.108974750598e-18 
 2780       5.714820172119e-12       1.698545899517e-13      -1.059249868624e-13       0.000000000000e+00       7.817191315401e-17       1.750033490320e-17       1.105573271991e-18 
 2781       5.688022786982e-12       1.703812131400e-13      -1.038745474848e-13       0.000000000000e+00       7.802346609618e-17       1.742713599175e-17       1.101791556362e-18 
 2782       5.661261848663e-12       1.709187977974e-13      -1.019020549323e-13       0.000000000000e+00       7.787531957315e-17       1.735339050297e-17       1.097697852530e-18 
 2783       5.634542139471e-12       1.714668892834e-13      -1.000074040382e-13       0.000000000000e+00       7.772747296157e-17       1.727907269529e-17       1.093360607323e-18 
 2784       5.607868455160e-12       1.720250316014e-13      -9.819048896170e-14       0.000000000000e+00       7.757992563414e-17       1.720415675531e-17       1.088848465759e-18 
 2785       5.581245604944e-12       1.725927673979e-13      -9.645120318712e-14       0.000000000000e+00       7.743267695949e-17       1.712861679776e-17       1.084230271222e-18 
 2786       5.554678411508e-12       1.731696379610e-13      -9.478943952325e-14       0.000000000000e+00       7.728572630228e-17       1.705242686543e-17       1.079575065641e-18 
 2787       5.528171711019e-12       1.737551832192e-13      -9.320509010265e-14       0.000000000000e+00       7.713907302312e-17       1.697556092908e-17       1.074952089670e-18 
 2788       5.501730353137e-12       1.743489417401e-13      -9.169804638089e-14       0.000000000000e+00       7.699271647861e-17       1.689799288742e-17       1.070430782864e-18 
 2789       5.475359201032e-12       1.749504507295e-13      -9.026819913585e-14       0.000000000000e+00       7.684665602131e-17       1.681969656702e-17       1.066080783859e-18 
 2790       5.449063131390e-12       1.755592460298e-13      -8.891543846700e-14       0.000000000000e+00       7.670089099976e-17       1.674064572223e-17       1.061971930550e-18 
 2791       5.422847034429e-12       1.761748621190e-13      -8.763965379469e-14       0.000000000000e+00       7.655542075845e-17       1.666081403517e-17       1.058174260270e-18 
 2792       5.396715813908e-12       1.767968321092e-13      -8.644073385941e-14       0.000000000000e+00       7.641024463782e-17       1.658017511560e-17       1.054758009966e-18 
 2793       5.370674387142e-12       1.774246877458e-13      -8.531856672110e-14       0.000000000000e+00       7.626536197427e-17       1.649870250091e-17       1.051793616380e-18 
 2794       5.344727685013e-12       1.780579594057e-13      -8.427303975841e-14       0.000000000000e+00       7.612077210017e-17       1.641636965602e-17       1.049351716227e-18 
 2795       5.318880651978e-12       1.786961760966e-13      -8.330403966799e-14       0.000000000000e+00       7.597647434379e-17       1.633314997334e-17       1.047503146374e-18 
 2796       5.293138246088e-12       1.793388654556e-13      -8.241145246378e-14       0.000000000000e+00       7.583246802938e-17       1.624901677270e-17       1.046318944013e-18 
 2797       5.267505438995e-12       1.799855537476e-13      -8.159516347627e-14       0.000000000000e+00       7.568875247711e-17       1.616394330127e-17       1.045870346849e-18 
 2798       5.241987215965e-12       1.806357658648e-13      -8.085505735180e-14       0.000000000000e+00       7.554532700306e-17       1.607790273351e-17       1.046228793270e-18 
 2799       5.216588575891e-12       1.812890253248e-13      -8.019101805184e-14       0.000000000000e+00       7.540219091928e-17       1.599086817113e-17       1.047465922529e-18 
 2800       5.191314531303e-12       1.819448542696e-13      -7.960292885228e-14       0.000000000000e+00       7.525934353369e-17       1.590281264296e-17       1.049653574922e-18 
 2801       5.166170108382e-12       1.826027734646e-13      -7.909067234268e-14       0.000000000000e+00       7.511678415017e-17       1.581370910496e-17       1.052863791966e-18 
 2802       5.141160346971e-12       1.832623022968e-13      -7.865413042559e-14       0.000000000000e+00       7.497451206850e-17       1.572353044011e-17       1.057168816580e-18 
 2803       5.116290300588e-12       1.839229587742e-13      -7.829318431581e-14       0.000000000000e+00       7.483252658436e-17       1.563224945836e-17       1.062641093258e-18 
 2804       5.091565036436e-12       1.845842595243e-13      -7.800771453968e-14       0.000000000000e+00       7.469082698934e-17       1.553983889657e-17       1.069353268251e-18 
 2805       5.066989635416e-12       1.852457197928e-13      -7.779760093435e-14       0.000000000000e+00       7.454941257094e-17       1.544627141843e-17       1.077378189747e-18 
 2806       5.042568701186e-12       1.859068777876e-13      -7.766257949641e-14       0.000000000000e+00       7.440828264285e-17       1.535153266739e-17       1.086763514955e-18 
 2807       5.018304884510e-12       1.865673678526e-13      -7.760181211292e-14       0.000000000000e+00       7.426743663619e-17       1.525566049984e-17       1.097455386218e-18 
 2808       4.994200351229e-12       1.872268476732e-13      -7.761431458322e-14       0.000000000000e+00       7.412687400874e-17       1.515870595660e-17       1.109374356907e-18 
 2809       4.970257272523e-12       1.878849739654e-13      -7.769909956280e-14       0.000000000000e+00       7.398659421469e-17       1.506072022859e-17       1.122440748116e-18 
 2810       4.946477824913e-12       1.885414024745e-13      -7.785517656039e-14       0.000000000000e+00       7.384659670462e-17       1.496175465705e-17       1.136574648462e-18 
 2811       4.922864190266e-12       1.891957879742e-13      -7.808155193503e-14       0.000000000000e+00       7.370688092551e-17       1.486186073362e-17       1.151695913871e-18 
 2812       4.899418555798e-12       1.898477842664e-13      -7.837722889321e-14       0.000000000000e+00       7.356744632074e-17       1.476109010051e-17       1.167724167370e-18 
 2813       4.876143114082e-12       1.904970441793e-13      -7.874120748594e-14       0.000000000000e+00       7.342829233005e-17       1.465949455061e-17       1.184578798882e-18 
 2814       4.853040063050e-12       1.911432195676e-13      -7.917248460588e-14       0.000000000000e+00       7.328941838960e-17       1.455712602765e-17       1.202178965012e-18 
 2815       4.830111605998e-12       1.917859613108e-13      -7.967005398442e-14       0.000000000000e+00       7.315082393189e-17       1.445403662631e-17       1.220443588845e-18 
 2816       4.807359951590e-12       1.924249193128e-13      -8.023290618877e-14       0.000000000000e+00       7.301250838582e-17       1.435027859236e-17       1.239291359733e-18 
 2817       4.784787313863e-12       1.930597425009e-13      -8.086002861911e-14       0.000000000000e+00       7.287447117664e-17       1.424590432282e-17       1.258640733087e-18 
 2818       4.762395912232e-12       1.936900788251e-13      -8.155040550563e-14       0.000000000000e+00       7.273671172599e-17       1.414096636606e-17       1.278409930169e-18 
 2819       4.740187971494e-12       1.943155752568e-13      -8.230301790569e-14       0.000000000000e+00       7.259922945185e-17       1.403551742195e-17       1.298516937886e-18 
 2820       4.718165721832e-12       1.949358777886e-13      -8.311684370085e-14       0.000000000000e+00       7.246202376856e-17       1.392961034200e-17       1.318879508577e-18 
 2821       4.696331398819e-12       1.955506314328e-13      -8.399085759404e-14       0.000000000000e+00       7.232509408684e-17       1.382329812950e-17       1.339415159808e-18 
 2822       4.674687243425e-12       1.961594802208e-13      -8.492403110663e-14       0.000000000000e+00       7.218843981373e-17       1.371663393963e-17       1.360041174161e-18 
 2823       4.653235502019e-12       1.967620672025e-13      -8.591533257554e-14       0.000000000000e+00       7.205206035264e-17       1.360967107962e-17       1.380674599030e-18 
 2824       4.631978426375e-12       1.973580344449e-13      -8.696372715032e-14       0.000000000000e+00       7.191595510330e-17       1.350246300888e-17       1.401232246406e-18 
 2825       4.610918273675e-12       1.979470230318e-13      -8.806817679027e-14       0.000000000000e+00       7.178012346180e-17       1.339506333911e-17       1.421630692674e-18 
 2826       4.590057306515e-12       1.985286730625e-13      -8.922764026154e-14       0.000000000000e+00       7.164456482054e-17       1.328752583447e-17       1.441786278402e-18 
 2827       4.569397792907e-12       1.991026236511e-13      -9.044107313424e-14       0.000000000000e+00       7.150927856829e-17       1.317990441171e-17       1.461615108131e-18 
 2828       4.548942006289e-12       1.996685129258e-13      -9.170742777949e-14       0.000000000000e+00       7.137426409010e-17       1.307225314028e-17       1.481033050172e-18 
 2829       4.528692225522e-12       2.002259780277e-13      -9.302565336661e-14       0.000000000000e+00       7.123952076738e-17       1.296462624248e-17       1.499955736393e-18 
